seqid	qlen	length	pident	mismatch	qstart	qend	sstart	send	gaps	evalue	taxonomy
7286;size=6;	446	262	96.565	6	185	446	2388	2130	3	1.44e-115	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Comamonas piscis
11928;size=59;	514	304	86.842	23	226	514	267	568	17	2.94e-83	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Mediophyceae; Biddulphiophycidae; Hemiaulales; Hemiaulaceae; Eucampia; Eucampia zodiacus
11809;size=24;	831	354	91.525	29	478	831	1585	1937	1	5.89e-132	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10971;size=38;	606	340	87.941	31	268	606	3056	3386	10	9.459999999999999e-104	cellular organisms; Eukaryota; Sar; Stramenopiles; unclassified stramenopiles; Marine_stramenopiles_MASTs group; Stramenopiles sp. MAST-8B-sp1
10905;size=27;	477	66	100.0	0	1	66	668812	668877	0	1.06e-22	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylovorus; Methylovorus glucosotrophus; Methylovorus glucosotrophus SIP3-4
8547;size=8;	639	199	94.975	7	436	634	1417	1612	3	1.04e-78	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6668;size=8;	575	262	98.092	5	314	575	1	262	0	3.13e-123	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10659;size=19;	682	682	98.387	11	1	682	775	1456	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2686;size=5;	684	161	95.031	8	524	684	962	1122	0	5.3e-62	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Ascaridomorpha; Ascaridoidea; Toxocaridae; Toxocara; Toxocara vitulorum
8879;size=3;	516	516	91.86	36	1	516	234	743	6	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
1299;size=103;	656	145	91.724	12	510	654	146	290	0	1.86e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
241;size=3;	632	355	79.155	54	265	611	736838	737180	20	2.9499999999999995e-54	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Isoalcanivorax; Isoalcanivorax pacificus; Isoalcanivorax pacificus W11-5
7184;size=8;	454	254	100.0	0	201	454	437	690	0	3.12e-127	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Candidatus Methylopumilus; Candidatus Methylopumilus turicensis
6802;size=36;	784	339	88.496	29	456	784	785	1123	10	2.07e-106	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Gastrotricha; Chaetonotida; Paucitubulatina; Chaetonotidae; Chaetonotus; Chaetonotus aff. sphagnophilus MK-2019
10474;size=6;	754	632	86.076	69	75	705	3588341	3588954	19	0.0	cellular organisms; Bacteria; Myxococcota; Myxococcia; Myxococcales; Sorangiineae; Pendulisporaceae; Pendulispora; Pendulispora albinea
10540;size=7;	572	584	82.192	65	1	568	322	882	39	5.18e-126	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Eubodonida; Bodonidae; Bodo; Bodo saltans
6564;size=204;	664	304	86.513	24	376	664	267	568	17	1.8e-81	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Mediophyceae; Biddulphiophycidae; Hemiaulales; Hemiaulaceae; Eucampia; Eucampia zodiacus
9516;size=10;	915	355	83.662	44	568	915	657	1004	14	1.94e-82	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Achlya; Achlya radiosa
8038;size=13;	681	189	91.005	15	494	681	3198	3385	2	5.27e-62	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Syndiniales; Eudubosquellidae; Euduboscquella; Euduboscquella cachoni
2436;size=27;	738	383	96.084	15	354	736	689	307	0	1.0600000000000001e-173	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Cryptomycota; environmental samples; uncultured Cryptomycota
4961;size=11;	620	89	95.506	2	1	89	296	382	2	3.88e-28	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Neobodonida; Neobodo; Neobodo saliens
6541;size=8;	407	256	93.75	15	153	407	276160	276415	1	3.71e-101	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; Arcobacter roscoffensis
2445;size=12;	604	608	91.612	24	1	604	336	920	27	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Trichosporonales; Trichosporonaceae; Cutaneotrichosporon; Cutaneotrichosporon mucoides
7504;size=37;	826	382	85.079	36	445	826	1417	1777	21	6.15e-97	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12294;size=4;	612	616	93.182	35	1	612	337	949	7	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Tritirachiomycetes; Tritirachiales; Tritirachiaceae; Tritirachium; Tritirachium cinnamomeum
4183;size=3;	440	190	97.895	4	1	190	1578	1389	0	5.340000000000001e-85	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12649;size=139;	554	554	100.0	0	1	554	314	867	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Russulales; Peniophoraceae; Peniophora; Peniophora lycii
5702;size=7;	523	527	90.512	33	1	523	1	514	17	0.0	cellular organisms; Eukaryota; Rhodophyta; Florideophyceae; Rhodymeniophycidae; Peyssonneliales; Peyssonneliaceae; Peyssonnelia; unclassified Peyssonnelia; Peyssonnelia sp.
11146;size=15;	891	360	92.5	26	532	891	1579	1937	1	2.91e-140	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11362;size=7;	576	580	86.034	59	1	576	1130	1691	22	3.81e-167	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6361;size=12;	486	374	91.979	30	1	374	1037	1410	0	7.07e-144	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mantoniella; Mantoniella squamata
4323;size=11;	1093	322	86.025	34	283	597	647	964	11	3e-86	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Eremoneura; Empidoidea; Dolichopodidae; Sciapodinae; Condylostylus; Condylostylus longicornis
8866;size=168;	623	314	88.217	35	311	623	614	926	2	3.53e-98	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
4628;size=12;	716	340	93.824	17	380	716	1420	1758	4	1.07e-138	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2728;size=10;	772	187	97.326	4	568	754	814	999	1	7.569999999999999e-81	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Acanthoecida; Acanthoecidae; Savillea; Savillea micropora
9773;size=16;	695	146	96.575	5	550	695	1714	1859	0	1.17e-58	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12561;size=34;	702	702	99.573	3	1	702	344	1045	0	0.0	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Leptolegnia; unclassified Leptolegnia; Leptolegnia sp. CBS 582.85
4793;size=17;	762	334	97.904	6	430	762	1	334	1	3.1e-159	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Annelida; Clitellata; Oligochaeta; environmental samples; Oligochaeta environmental sample
2493;size=16;	1027	615	100.0	0	1	615	2586123	2585509	0	0.0	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingopyxis; Sphingopyxis alaskensis; Sphingopyxis alaskensis RB2256
1680;size=27;	596	157	92.994	9	441	596	1014	1169	2	2.7799999999999995e-54	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Autobranchia; Heteroconchia; Euheterodonta; Imparidentia; Lucinida; Lucinoidea; Lucinidae; Cavatidens; Cavatidens omissa
3592;size=87;	469	472	95.763	16	1	469	3188	3658	4	0.0	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mamiella; Mamiella gilva
7816;size=7;	773	777	95.367	27	1	773	34	805	9	0.0	cellular organisms; Eukaryota; CRuMs; Mantamonadidae; Mantamonas; unclassified Mantamonas; Mantamonas sp. Dar es Salaam
7186;size=13;	807	350	86.857	31	465	807	1515	1856	15	3.59e-99	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4688;size=23;	735	313	86.901	29	425	735	1280	1582	12	4.27e-88	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7959;size=8;	1120	744	87.903	70	1	732	1148	1883	20	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12184;size=20;	663	664	99.398	2	1	663	259	921	2	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Rhabditidae incertae sedis; Diploscapter; unclassified Diploscapter; Diploscapter sp. JU359
5813;size=241;	615	344	92.151	18	277	615	1654	1993	9	2.5800000000000003e-129	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4663;size=13;	692	704	88.92	58	1	692	992	1687	20	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Tunicata; Appendicularia; Copelata; Oikopleuridae; Oikopleura; unclassified Oikopleura; Oikopleura sp.
8873;size=21;	584	298	93.624	11	287	584	1	290	8	1.1500000000000001e-117	cellular organisms; Eukaryota; Sar; Stramenopiles; environmental samples; uncultured stramenopile
9122;size=4;	679	163	95.092	5	519	679	3215	3376	3	5.26e-62	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Rhizophydiales; unclassified Rhizophydiales; Rhizophydiales sp.
8361;size=15;	588	316	90.19	23	274	588	746	1054	8	1.1800000000000001e-107	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Mucoromycota; Glomeromycotina; Glomeromycetes; Diversisporales; Diversisporaceae; Diversispora; unclassified Diversispora; Diversispora sp. EE1
10988;size=10;	1023	164	90.244	16	860	1023	1247	1410	0	3.81e-50	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6225;size=20;	520	166	99.398	1	355	520	739	904	0	1.4e-76	cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Spirotrichea; Hypotrichia; Euplotida; Uronychiidae; Diophrys; Diophrys apoligothrix
10152;size=114;	1275	728	95.879	28	1	726	270	997	2	0.0	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Glissomonadida; Viridiraptoridae; Bodomorpha; unclassified Bodomorpha; Bodomorpha sp. HFCC57
876;size=10;	816	201	94.03	11	614	814	759	958	1	6.2500000000000005e-77	cellular organisms; Eukaryota; Cryptophyceae; Cyathomonadacea; Goniomonadaceae; Goniomonas; unclassified Goniomonas; Goniomonas sp. ATCC 50108
10345;size=139;	944	519	100.0	0	1	519	339	857	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Tectipleura; Cephalaspidea; Bulloidea; Haminoeidae; Haminoea; Haminoea orteai
2784;size=9;	619	359	89.972	23	258	614	1280	1627	13	1.57e-121	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7865;size=10;	741	354	90.113	18	388	741	723	1059	17	3.19e-119	cellular organisms; Eukaryota; Cryptophyceae; Kathablepharidacea; Katablepharidaceae; Katablepharis; Katablepharis japonica
1229;size=7;	477	145	98.621	2	333	477	1	145	0	2.79e-63	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; unclassified Nodamuvirales; Ripojast virus
387;size=4;	410	75	97.333	1	1	75	524546	524619	1	6.96e-24	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Betaproteobacteria incertae sedis; Candidatus Desulfobacillus; Candidatus Desulfobacillus denitrificans
4381;size=5;	719	93	96.774	3	349	441	1381	1473	0	1.62e-32	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5268;size=13;	575	205	97.073	5	372	575	115	319	1	2.5499999999999997e-89	cellular organisms; Eukaryota; Sar; Stramenopiles; Bigyra; Opalozoa; Bicosoecida; unclassified Bicosoecida; Bicosoecidae sp. HFCC25
3663;size=28;	796	203	93.103	11	595	796	553	753	3	3.66e-74	cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Spirotrichea; Hypotrichia; environmental samples; uncultured Hypotrichia
12137;size=27;	640	328	90.854	23	316	640	1219	1542	7	5.91e-116	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8049;size=57;	656	141	91.489	12	516	656	146	286	0	3.12e-44	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11480;size=9;	1142	440	88.182	34	258	689	1578	2007	18	1.75e-138	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1466;size=132;	780	780	100.0	0	1	780	353	1132	0	0.0	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Glissomonadida; Viridiraptoridae; Bodomorpha; Bodomorpha minima
3701;size=431;	648	79	96.203	2	1	78	400	478	1	3.16e-24	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Blastocladiaceae; Blastocladiella; Blastocladiella emersonii
3312;size=39;	668	328	94.512	17	341	668	1304	1630	1	1.29e-137	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10052;size=5;	784	69	100.0	0	1	69	349	417	0	3.87e-24	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Cercozoa incertae sedis; Gymnophrys; unclassified Gymnophrys; Gymnophrys sp. ATCC 50923
6101;size=3;	870	345	89.565	29	1	340	4005215	4005557	7	2.9399999999999998e-115	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga; Hydrogenophaga crocea
7873;size=21;	664	528	91.288	36	1	524	975	1496	10	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7198;size=3;	779	369	90.244	23	412	779	1601	1957	13	5.54e-127	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8582;size=173;	580	464	99.138	4	1	464	1031	1494	0	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Blastodiniales; Blastodinium; Blastodinium contortum
2969;size=4;	828	73	95.89	3	1	73	1008	1080	0	2.4700000000000002e-21	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11009;size=7;	1082	121	89.256	11	963	1082	2225064	2225183	2	1.1599999999999999e-30	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Cenchrinae; Cenchrus; Cenchrus americanus
12930;size=4;	637	336	92.56	19	303	637	3681	4011	6	2.6800000000000003e-129	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Trypanosoma; Trypanosoma with unspecified subgenus; Trypanosoma theileri
5493;size=5;	770	605	88.43	58	177	770	1319	1922	12	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7231;size=3;	799	368	87.5	34	433	799	2816	3172	12	2.71e-110	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Cercomonadida; Cercomonadidae; Cercomonas; unclassified Cercomonas; Cercomonas sp.
4291;size=3;	587	238	96.218	8	1	238	2762	2998	1	1.19e-102	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Sainouroidea; Sainouridae; Acantholus; Acantholus cf. ambigus
895;size=18;	495	260	83.077	39	238	495	840930	841186	5	1.76e-55	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Moraniibacteriota; unclassified Candidatus Moraniibacteriota; Candidatus Moraniibacteriota bacterium
3194;size=12;	721	314	88.217	35	409	721	614	926	2	4.12e-98	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
2035;size=8;	692	151	98.675	2	542	692	1101	1251	0	1.92e-66	cellular organisms; Eukaryota; Sar; Rhizaria; Retaria; Foraminifera; Rotaliida; Globigerinina; Globigerinoidea; Globorotaliidae; Globorotalia; Globorotalia inflata
11061;size=3;	642	314	87.58	36	331	642	614	926	3	2.84e-94	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
1963;size=16;	729	337	90.208	28	395	729	757	1090	5	1.8900000000000002e-116	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Blastocladiaceae; Blastocladiella; Blastocladiella emersonii
5723;size=29;	1040	352	84.375	35	696	1040	595	933	20	4.77e-84	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Helvellaceae; Balsamia; Balsamia guozigouensis
7836;size=2015;	666	669	92.377	31	3	661	313	971	20	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Polyarthra; Longipediidae; Longipedia; Longipedia kikuchii
1301;size=565;	648	648	98.457	10	1	648	2781	3428	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Rhizophlyctidales; Rhizophlyctidaceae; Rhizophlyctis; Rhizophlyctis rosea
1381;size=35;	489	364	87.912	17	1	360	3188	3528	27	3.48e-107	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mamiella; Mamiella gilva
728;size=205;	589	589	98.642	8	1	589	825178	824590	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Cryptococcaceae; Kwoniella; Kwoniella dendrophila; Kwoniella dendrophila CBS 6074
944;size=10;	664	343	90.379	25	322	664	756	1090	8	2.84e-119	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Blastocladiomycota; Blastocladiomycetes; Blastocladiales; Blastocladiaceae; Blastocladiella; Blastocladiella emersonii
443;size=25;	611	342	85.965	40	270	611	1255	1588	8	9.68e-94	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2737;size=6;	740	333	95.495	11	409	740	1595	1924	4	8.54e-145	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
